tx_name	Promoter	5'UTR	CDS	3'UTR	TTS	Intron	Exon	Transcript	chr	start	end	name	strand	gene_id	gene_name	gene_biotype
ENST00000454319.1	1	1	0	0	0	0	1	1	chr19	36936021	36980463	88047	-	ENSG00000186017.10	ZNF566	protein_coding
ENST00000523638.1	1	1	0	0	0	1	1	2	chr19	37001597	37019562	88166	-	ENSG00000254004.2	ZNF260	protein_coding
ENST00000334116.7	1	2	0	0	0	0	2	2	chr19	37034518	37064190	88235	-	ENSG00000186020.8	ZNF529	protein_coding
ENST00000339503.4	1	0	0	0	0	0	0	0	chr19	38229203	38270230	91119	-	ENSG00000189144.9	ZNF573	protein_coding
ENST00000447313.2	1	1	0	0	0	0	1	1	chr19	38375463	38397253	91300	-	ENSG00000171804.5	WDR87	protein_coding
ENST00000392124.3	1	0	2	0	0	1	2	3	chr19	38795755	38800563	92042	-	ENSG00000167645.12	YIF1B	protein_coding
ENST00000591517.1	1	1	6	0	0	1	7	8	chr19	39078281	39108564	94328	-	ENSG00000104814.8	MAP4K1	protein_coding
ENST00000328867.4	1	3	44	0	0	1	47	48	chr19	39221199	39235114	95175	-	ENSG00000182472.4	CAPN12	protein_coding
ENST00000292853.4	1	10	0	0	0	0	10	10	chr19	39514693	39523236	96851	-	ENSG00000161243.4	FBXO27	protein_coding
ENST00000318438.6	1	0	1	0	0	0	1	1	chr19	39693471	39694906	97254	-	ENSG00000179751.6	SYCN	protein_coding
ENST00000339471.4	1	1	0	0	0	0	1	1	chr19	39923847	39926576	98305	-	ENSG00000105193.4	RPS16	protein_coding
ENST00000450241.2	1	3	0	0	0	1	3	4	chr19	40575059	40596795	100165	-	ENSG00000197782.10	ZNF780A	protein_coding
ENST00000311308.6	1	4	0	0	0	0	4	4	chr19	40721965	40724306	100436	-	ENSG00000174521.7	TTC9B	protein_coding
ENST00000322354.3	1	3	0	0	0	0	3	3	chr19	40946751	40950612	101643	-	ENSG00000167565.8	SERTAD3	protein_coding
ENST00000262895.3	1	0	2	1	3	1	3	4	chr19	42502473	42569922	107999	-	ENSG00000105737.5	GRIK5	protein_coding
ENST00000389341.5	1	1	5	5	0	3	11	14	chr19	42590263	42636630	108210	-	ENSG00000028277.16	POU2F2	protein_coding
ENST00000161559.6	1	0	0	0	0	0	0	0	chr19	43011458	43032661	109794	-	ENSG00000079385.17	CEACAM1	protein_coding
ENST00000244293.7	1	0	0	0	0	0	0	0	chr19	43761312	43773650	111014	-	ENSG00000183668.13	PSG9	protein_coding
ENST00000222374.2	1	2	1	1	0	6	4	10	chr19	44126520	44143991	111896	-	ENSG00000105767.2	CADM4	protein_coding
ENST00000317951.4	1	0	0	2	0	0	2	2	chr19	45653008	45663408	116407	-	ENSG00000179846.7	NKPD1	protein_coding
ENST00000413988.1	1	0	4	0	0	3	4	7	chr19	45715879	45737469	116600	-	ENSG00000130201.3	EXOC3L2	protein_coding
ENST00000300853.3	1	2	0	0	0	2	2	4	chr19	45910591	45927623	117297	-	ENSG00000012061.11	ERCC1	protein_coding
ENST00000270223.6	1	1	1	0	0	1	2	3	chr19	46286267	46296060	119493	-	ENSG00000185800.7	DMWD	protein_coding
ENST00000263257.5	1	5	3	4	0	5	12	17	chr19	46436992	46476804	119950	-	ENSG00000104967.6	NOVA2	protein_coding
ENST00000601672.1	1	0	0	0	0	0	0	0	chr19	46543082	46580352	120171	-	ENSG00000204869.4	IGFL4	protein_coding
ENST00000300873.4	1	3	0	0	0	0	3	3	chr19	47137333	47137942	121243	-	ENSG00000167414.4	GNG8	protein_coding
ENST00000253048.5	1	3	5	0	0	4	8	12	chr19	47567444	47617009	122667	-	ENSG00000130749.5	ZC3H4	protein_coding
ENST00000236877.6	1	4	2	4	2	6	10	16	chr19	47931274	47975425	123496	-	ENSG00000118160.9	SLC8A2	protein_coding
ENST00000535759.1	1	0	1	0	0	1	1	2	chr19	48304500	48322308	124595	-	ENSG00000178928.4	TPRX1	protein_coding
ENST00000600059.1	1	4	16	0	0	2	20	22	chr19	48988528	49015061	127082	-	ENSG00000142235.4	LMTK3	protein_coding
ENST00000318083.6	1	2	7	0	0	0	9	9	chr19	49215999	49222978	127815	-	ENSG00000176909.7	MAMSTR	protein_coding
ENST00000332955.2	1	0	0	0	0	0	0	0	chr19	49244145	49250166	128002	-	ENSG00000182264.4	IZUMO1	protein_coding
ENST00000263265.6	1	1	6	0	0	1	7	8	chr19	49340354	49371889	128466	-	ENSG00000105559.7	PLEKHA4	protein_coding
ENST00000591656.1	1	0	2	0	0	4	2	6	chr19	49526210	49540152	129606	-	ENSG00000267335.2	CTB-60B18.6	protein_coding
ENST00000601167.1	1	0	2	0	0	0	2	2	chr19	49538910	49540152	129674	-	ENSG00000267631.3	CGB1	protein_coding
ENST00000221444.1	1	0	1	0	0	0	1	1	chr19	49570675	49576198	129867	-	ENSG00000104848.1	KCNA7	protein_coding
ENST00000599957.1	1	2	1	0	0	2	3	5	chr19	51020149	51054299	139586	-	ENSG00000131409.8	LRRC4B	protein_coding
ENST00000250352.11	1	0	1	0	0	1	1	2	chr19	51532350	51538486	141689	-	ENSG00000186474.11	KLK12	protein_coding
ENST00000441527.2	1	1	0	0	0	0	1	1	chr19	51559463	51568367	141829	-	ENSG00000167759.8	KLK13	protein_coding
ENST00000335624.4	1	0	4	0	0	0	4	4	chr19	51835072	51845378	142380	-	ENSG00000186806.5	VSIG10L	protein_coding
ENST00000333952.4	1	0	0	0	0	0	0	0	chr19	53731577	53758126	147557	-	ENSG00000197928.6	ZNF677	protein_coding
ENST00000376350.3	1	0	2	0	0	2	2	4	chr19	55692616	55720824	156593	-	ENSG00000080031.5	PTPRH	protein_coding
ENST00000255631.5	1	1	1	0	0	0	2	2	chr19	55773599	55791728	156888	-	ENSG00000133265.6	HSPBP1	protein_coding
ENST00000420723.3	1	0	2	0	0	0	2	2	chr19	56052023	56056909	158199	-	ENSG00000231274.4	SBK3	protein_coding
ENST00000282308.3	1	0	0	0	0	0	0	0	chr19	58452201	58459039	163552	-	ENSG00000152454.3	ZNF256	protein_coding
ENST00000600118.1	1	0	0	0	0	0	0	0	chr19	59062933	59066005	165666	-	ENSG00000130724.4	CHMP2A	protein_coding
ENST00000215057.2	1	1	0	0	0	0	1	1	chr19	59073300	59084942	165830	-	ENSG00000099326.4	MZF1	protein_coding
ENST00000585993.1	0	0	0	0	0	0	0	0	chr19	107471	111696	73	+	ENSG00000176695.5	OR4F17	protein_coding
ENST00000587541.1	0	3	0	0	0	8	3	11	chr19	489176	505342	485	+	ENSG00000099866.10	MADCAM1	protein_coding
ENST00000215574.4	0	7	0	0	0	0	7	7	chr19	531714	542092	552	+	ENSG00000099804.4	CDC34	protein_coding
ENST00000215530.5	0	0	4	0	1	0	4	4	chr19	639895	643703	996	+	ENSG00000070388.7	FGF22	protein_coding
ENST00000166139.4	0	1	7	0	0	0	8	8	chr19	676392	683385	1144	+	ENSG00000070404.5	FSTL3	protein_coding
ENST00000356948.6	0	2	7	1	0	5	10	15	chr19	797075	812320	1344	+	ENSG00000011304.12	PTBP1	protein_coding
ENST00000233997.2	0	0	4	0	0	2	4	6	chr19	827826	832017	1657	+	ENSG00000172232.5	AZU1	protein_coding
ENST00000544537.2	0	3	0	2	0	0	5	5	chr19	843341	848175	1688	+	ENSG00000196415.5	PRTN3	protein_coding
ENST00000327726.6	0	0	18	0	0	0	18	18	chr19	859453	863453	1735	+	ENSG00000197766.3	CFD	protein_coding
ENST00000234371.5	0	10	0	0	1	0	10	10	chr19	917350	921015	2196	+	ENSG00000116014.5	KISS1R	protein_coding
ENST00000263620.3	0	5	1	2	0	25	8	33	chr19	926000	975939	2227	+	ENSG00000116017.6	ARID3A	protein_coding
ENST00000594393.1	0	0	1	0	0	0	1	1	chr19	999601	999952	2435	+	ENSG00000269169.1	AC004528.1	protein_coding
ENST00000234389.3	0	2	43	0	0	2	45	47	chr19	1000418	1009731	2446	+	ENSG00000116032.5	GRIN3B	protein_coding
ENST00000263097.4	0	6	1	1	0	2	8	10	chr19	1026298	1039068	2636	+	ENSG00000064666.10	CNN2	protein_coding
ENST00000263094.6	0	3	20	0	0	1	23	24	chr19	1040102	1065568	2786	+	ENSG00000064687.8	ABCA7	protein_coding
ENST00000326873.7	0	5	5	2	0	9	12	21	chr19	1205740	1228428	4126	+	ENSG00000118046.10	STK11	protein_coding
ENST00000409293.4	0	3	0	0	4	2	3	5	chr19	1275026	1279227	5091	+	ENSG00000228300.9	C19orf24	protein_coding
ENST00000313408.7	0	2	1	1	2	1	4	5	chr19	1383903	1395580	5507	+	ENSG00000115286.15	NDUFS7	protein_coding
ENST00000336761.6	0	3	7	0	0	12	10	22	chr19	1407568	1435719	5682	+	ENSG00000071626.12	DAZAP1	protein_coding
ENST00000594262.1	0	0	2	0	0	0	2	2	chr19	1440838	1441937	5981	+	ENSG00000268798.1	AC027307.3	protein_coding
ENST00000233596.3	0	4	1	1	0	2	6	8	chr19	1491165	1497926	6458	+	ENSG00000115255.6	REEP6	protein_coding
ENST00000255641.8	0	6	41	0	0	11	47	58	chr19	1941188	1981337	8026	+	ENSG00000133275.11	CSNK1G2	protein_coding
ENST00000395307.2	0	2	1	0	0	0	3	3	chr19	2096380	2099586	8564	+	ENSG00000099840.9	IZUMO4	protein_coding
ENST00000398665.3	0	3	4	2	0	9	9	18	chr19	2164148	2232577	9005	+	ENSG00000104885.13	DOT1L	protein_coding
ENST00000221494.5	0	2	0	0	0	0	2	2	chr19	2236520	2248678	9282	+	ENSG00000104897.5	SF3A2	protein_coding
ENST00000221496.4	0	5	7	0	0	0	12	12	chr19	2249310	2252072	9358	+	ENSG00000104899.4	AMH	protein_coding
ENST00000583542.4	0	7	2	0	3	0	9	9	chr19	2269524	2273487	9505	+	ENSG00000104904.8	OAZ1	protein_coding
ENST00000332578.3	0	0	0	0	0	1	0	1	chr19	2389784	2426237	9820	+	ENSG00000178297.8	TMPRSS9	protein_coding
ENST00000215631.4	0	4	12	0	2	0	16	16	chr19	2476125	2478257	9979	+	ENSG00000099860.4	GADD45B	protein_coding
ENST00000307741.6	0	1	1	0	1	4	2	6	chr19	2785458	2813599	10244	+	ENSG00000172009.10	THOP1	protein_coding
ENST00000317243.5	0	1	0	0	0	1	1	2	chr19	2819872	2835771	10413	+	ENSG00000172006.7	ZNF554	protein_coding
ENST00000586426.1	0	0	0	0	0	0	0	0	chr19	2867333	2878515	10536	+	ENSG00000172000.3	ZNF556	protein_coding
ENST00000306908.5	0	0	0	0	0	2	0	2	chr19	2900896	2918474	10560	+	ENSG00000171970.8	ZNF57	protein_coding
ENST00000246112.4	0	1	2	0	0	7	3	10	chr19	2977444	2995177	10631	+	ENSG00000104953.14	TLE6	protein_coding
ENST00000078429.4	0	1	4	1	1	9	6	15	chr19	3094408	3124002	11350	+	ENSG00000088256.4	GNA11	protein_coding
ENST00000262958.3	0	0	3	1	0	2	4	6	chr19	3136191	3163767	11416	+	ENSG00000060558.3	GNA15	protein_coding
ENST00000246115.3	0	0	0	0	0	0	0	0	chr19	3178736	3180329	11464	+	ENSG00000125910.4	S1PR4	protein_coding
ENST00000246117.4	0	2	3	0	0	2	5	7	chr19	3185598	3209568	11507	+	ENSG00000125912.6	NCLN	protein_coding
ENST00000541430.2	0	3	9	1	0	12	13	25	chr19	3224702	3296334	11675	+	ENSG00000161082.8	CELF5	protein_coding
ENST00000441788.2	0	7	0	4	0	2	11	13	chr19	3506271	3538328	12084	+	ENSG00000105325.9	FZR1	protein_coding
ENST00000329493.5	0	0	2	0	0	0	2	2	chr19	3539152	3544028	12414	+	ENSG00000183397.5	C19orf71	protein_coding
ENST00000333651.6	0	4	4	0	0	0	8	8	chr19	3572936	3579086	12462	+	ENSG00000064961.14	HMG20B	protein_coding
ENST00000322315.5	0	4	0	0	0	0	4	4	chr19	3585551	3593539	12596	+	ENSG00000179855.5	GIPC3	protein_coding
ENST00000330133.4	0	1	0	0	0	0	1	1	chr19	3762662	3767563	13385	+	ENSG00000183617.4	MRPL54	protein_coding
ENST00000168977.2	0	8	0	0	0	0	8	8	chr19	3933101	3942414	13981	+	ENSG00000077009.9	NMRK2	protein_coding
ENST00000262971.2	0	3	8	2	0	3	13	16	chr19	4007644	4039384	14208	+	ENSG00000105229.2	PIAS4	protein_coding
ENST00000078445.2	0	0	0	0	1	0	0	0	chr19	4153598	4173051	14413	+	ENSG00000060566.9	CREB3L3	protein_coding
ENST00000600132.1	0	0	1	0	0	3	1	4	chr19	4183351	4224811	14744	+	ENSG00000089847.8	ANKRD24	protein_coding
ENST00000221847.5	0	1	1	0	0	0	2	2	chr19	4229495	4237528	14951	+	ENSG00000105246.5	EBI3	protein_coding
ENST00000599840.1	0	1	6	0	0	1	7	8	chr19	4343556	4360069	15473	+	ENSG00000008382.11	MPND	protein_coding
ENST00000301280.5	0	1	3	0	2	0	4	4	chr19	4402659	4443389	15736	+	ENSG00000167670.11	CHAF1A	protein_coding
ENST00000269856.3	0	1	0	0	0	0	1	1	chr19	4791728	4795571	16947	+	ENSG00000141965.3	FEM1A	protein_coding
ENST00000159111.4	0	1	10	0	1	32	11	43	chr19	4969132	5153606	17278	+	ENSG00000127663.10	KDM4B	protein_coding
ENST00000222033.4	0	0	0	0	0	0	0	0	chr19	5455426	5456867	18133	+	ENSG00000105428.4	ZNRF4	protein_coding
ENST00000292123.5	0	0	2	0	0	4	2	6	chr19	5623110	5668489	18337	+	ENSG00000160633.8	SAFB	protein_coding
ENST00000581521.1	0	1	2	0	0	0	3	3	chr19	5681072	5688504	19037	+	ENSG00000167733.9	HSD11B1L	protein_coding
ENST00000577222.1	0	5	6	0	0	0	11	11	chr19	5681193	5691644	18673	+	ENSG00000130255.8	RPL36	protein_coding
ENST00000381624.3	0	1	0	0	1	1	1	2	chr19	5720688	5778745	19460	+	ENSG00000174898.11	CATSPERD	protein_coding
ENST00000588891.1	0	0	0	0	0	0	0	0	chr19	5904852	5914718	20110	+	ENSG00000267314.1	AC104532.2	protein_coding
ENST00000339485.3	0	0	0	0	0	0	0	0	chr19	5904869	5910864	20124	+	ENSG00000187650.3	VMAC	protein_coding
ENST00000588776.1	0	1	2	0	0	0	3	3	chr19	5911718	5915653	20138	+	ENSG00000105519.8	CAPS	protein_coding
ENST00000588304.1	0	1	0	0	0	0	1	1	chr19	6135646	6193105	21062	+	ENSG00000130377.9	ACSBG2	protein_coding
ENST00000245816.4	0	2	0	0	0	0	2	2	chr19	6361463	6368919	21410	+	ENSG00000125656.4	CLPP	protein_coding
ENST00000245812.3	0	2	0	0	0	0	2	2	chr19	6372444	6375040	21480	+	ENSG00000125652.3	ALKBH7	protein_coding
ENST00000598494.1	0	1	1	0	0	0	2	2	chr19	6463788	6467232	22125	+	ENSG00000130545.11	CRB3	protein_coding
ENST00000600428.1	0	5	5	0	0	1	10	11	chr19	6737936	6751511	23241	+	ENSG00000125733.13	TRIP10	protein_coding
ENST00000304076.2	0	1	2	0	0	3	3	6	chr19	6772725	6857377	23564	+	ENSG00000141968.3	VAV1	protein_coding
ENST00000312053.4	0	0	1	0	0	0	1	1	chr19	6887583	6940470	23969	+	ENSG00000174837.10	EMR1	protein_coding
ENST00000377296.3	0	0	0	0	0	0	0	0	chr19	7011514	7013338	24175	+	ENSG00000204752.3	AC025278.1	protein_coding
ENST00000329753.5	0	0	0	0	0	0	0	0	chr19	7030589	7033022	24187	+	ENSG00000237247.4	MBD3L5	protein_coding
ENST00000381393.3	0	0	0	0	0	0	0	0	chr19	7049332	7051746	24207	+	ENSG00000230522.3	MBD3L2	protein_coding
ENST00000414706.1	0	1	1	0	0	0	2	2	chr19	7069471	7087979	24248	+	ENSG00000130544.7	ZNF557	protein_coding
ENST00000576789.1	0	0	0	0	0	2	0	2	chr19	7413848	7448271	24430	+	ENSG00000263264.1	CTB-133G6.1	protein_coding
ENST00000593531.1	0	0	0	0	0	3	0	3	chr19	7445850	7535131	24456	+	ENSG00000268861.1	CTD-2207O23.3	protein_coding
ENST00000359920.6	0	0	0	0	0	0	0	0	chr19	7504574	7537363	24565	+	ENSG00000104880.13	ARHGEF18	protein_coding
ENST00000361664.2	0	0	7	0	0	0	7	7	chr19	7562445	7573336	24711	+	ENSG00000198723.6	C19orf45	protein_coding
ENST00000599312.1	0	0	0	0	0	0	0	0	chr19	7571968	7584412	24770	+	ENSG00000267952.1	CTD-2207O23.12	protein_coding
ENST00000597229.1	0	2	1	0	0	0	3	3	chr19	7581004	7585912	24785	+	ENSG00000198816.5	ZNF358	protein_coding
ENST00000264079.6	0	1	0	0	0	0	1	1	chr19	7587512	7598895	24806	+	ENSG00000090674.11	MCOLN1	protein_coding
ENST00000601870.1	0	0	0	0	0	0	0	0	chr19	7598481	7604945	24904	+	ENSG00000268614.1	CTD-2207O23.10	protein_coding
ENST00000221249.6	0	10	8	0	0	1	18	19	chr19	7598890	7626650	24928	+	ENSG00000032444.11	PNPLA6	protein_coding
ENST00000446248.2	0	4	15	0	1	2	19	21	chr19	7660788	7683190	25510	+	ENSG00000076826.5	CAMSAP3	protein_coding
ENST00000594797.1	0	1	1	0	0	0	2	2	chr19	7694623	7696842	25670	+	ENSG00000229833.5	PET100	protein_coding
ENST00000595866.1	0	0	0	0	0	0	0	0	chr19	7694722	7707004	25765	+	ENSG00000268400.1	CTD-3214H19.4	protein_coding
ENST00000441779.2	0	3	2	0	0	1	5	6	chr19	7701999	7712758	25858	+	ENSG00000076944.10	STXBP2	protein_coding
ENST00000221515.2	0	0	8	0	0	0	8	8	chr19	7733930	7735334	26158	+	ENSG00000104918.4	RETN	protein_coding
ENST00000333598.3	0	0	0	0	0	1	0	1	chr19	7741514	7744712	26180	+	ENSG00000183019.3	C19orf59	protein_coding
ENST00000597959.1	0	0	0	0	0	1	0	1	chr19	7743387	7747740	26222	+	ENSG00000269711.1	CTD-3214H19.16	protein_coding
ENST00000317378.5	0	4	1	0	0	0	5	5	chr19	7745761	7747742	26241	+	ENSG00000181029.7	TRAPPC5	protein_coding
ENST00000327325.5	0	0	0	0	0	0	0	0	chr19	7828035	7834491	26641	+	ENSG00000104938.12	CLEC4M	protein_coding
ENST00000270530.4	0	7	19	0	1	5	26	31	chr19	7895119	7929862	26867	+	ENSG00000142459.4	EVI5L	protein_coding
ENST00000545011.1	0	2	25	5	0	3	32	35	chr19	7968765	7979362	27134	+	ENSG00000076984.13	MAP2K7	protein_coding
ENST00000565886.1	0	0	20	0	0	0	20	20	chr19	7981030	7983982	27236	+	ENSG00000260001.2	TGFBR3L	protein_coding
ENST00000221573.6	0	3	0	0	1	0	3	3	chr19	7985201	7988135	27267	+	ENSG00000104976.7	SNAPC2	protein_coding
ENST00000558331.1	0	3	1	0	0	6	4	10	chr19	8274197	8327294	28093	+	ENSG00000090661.7	CERS4	protein_coding
ENST00000600659.2	0	2	0	0	0	0	2	2	chr19	8386384	8388224	28448	+	ENSG00000233927.4	RPS28	protein_coding
ENST00000602117.1	0	0	0	0	0	1	0	1	chr19	8483289	8503901	28857	+	ENSG00000099785.6	MARCH2	protein_coding
ENST00000348943.3	0	1	2	0	1	3	3	6	chr19	8509651	8553998	28881	+	ENSG00000099783.7	HNRNPM	protein_coding
ENST00000324060.2	0	0	0	0	0	0	0	0	chr19	8841316	8842371	29862	+	ENSG00000181733.2	OR2Z1	protein_coding
ENST00000595891.1	0	4	0	0	0	0	4	4	chr19	8943074	8953995	29965	+	ENSG00000170948.3	MBD3L1	protein_coding
ENST00000429566.3	0	0	0	0	0	0	0	0	chr19	9203855	9204889	30475	+	ENSG00000170929.5	OR1M1	protein_coding
ENST00000591278.1	0	2	0	0	0	1	2	3	chr19	9251091	9274091	30548	+	ENSG00000130803.10	ZNF317	protein_coding
ENST00000344248.2	0	0	0	0	0	0	0	0	chr19	9296279	9299493	30591	+	ENSG00000188000.2	OR7D2	protein_coding
ENST00000456448.1	0	0	0	0	0	0	0	0	chr19	9361606	9362820	30618	+	ENSG00000237521.1	OR7E24	protein_coding
ENST00000446085.4	0	0	0	0	0	0	0	0	chr19	9434850	9492866	30909	+	ENSG00000270011.2	ZNF177	protein_coding
ENST00000393883.2	0	0	0	0	0	0	0	0	chr19	9434928	9454521	30867	+	ENSG00000188321.9	ZNF559	protein_coding
ENST00000602738.1	0	0	0	0	0	0	0	0	chr19	9435021	9493291	31172	+	ENSG00000188629.7	ZNF177	protein_coding
ENST00000587536.1	0	1	0	0	0	2	1	3	chr19	9732193	9745538	31915	+	ENSG00000267106.1	C19orf82	protein_coding
ENST00000247970.4	0	2	0	0	2	2	2	4	chr19	9945999	9960358	32569	+	ENSG00000127445.9	PIN1	protein_coding
ENST00000591589.1	0	0	0	0	0	0	0	0	chr19	10123925	10132955	32871	+	ENSG00000080511.2	RDH8	protein_coding
ENST00000397881.3	0	8	0	1	0	0	9	9	chr19	10197528	10203918	33082	+	ENSG00000130813.13	C19orf66	protein_coding
ENST00000428358.1	0	2	2	0	0	1	4	5	chr19	10216899	10225456	33191	+	ENSG00000243207.2	PPAN-P2RY11	protein_coding
ENST00000556468.1	0	2	3	0	0	1	5	6	chr19	10217044	10225414	33282	+	ENSG00000130810.15	PPAN	protein_coding
ENST00000321826.4	0	1	1	0	0	1	2	3	chr19	10222214	10226048	33404	+	ENSG00000244165.1	P2RY11	protein_coding
ENST00000393733.2	0	1	1	1	0	0	3	3	chr19	10362903	10370701	34378	+	ENSG00000105364.9	MRPL4	protein_coding
ENST00000393717.2	0	3	0	0	0	0	3	3	chr19	10397680	10399198	34524	+	ENSG00000105371.8	ICAM4	protein_coding
ENST00000221980.4	0	6	2	0	0	0	8	8	chr19	10400657	10407454	34534	+	ENSG00000105376.4	ICAM5	protein_coding
ENST00000380702.2	0	0	14	2	0	9	16	25	chr19	10527619	10580305	35426	+	ENSG00000065989.11	PDE4A	protein_coding
ENST00000586078.1	0	1	6	3	0	0	10	10	chr19	10736201	10755233	36548	+	ENSG00000129353.10	SLC44A2	protein_coding
ENST00000430975.1	0	0	0	0	0	0	0	0	chr19	10751715	10752093	36700	+	ENSG00000226104.1	AC011475.1	protein_coding
ENST00000421333.2	0	0	2	8	0	0	10	10	chr19	10812130	10824113	37349	+	ENSG00000213339.4	QTRT1	protein_coding
ENST00000314646.5	0	0	3	0	0	11	3	14	chr19	10828755	10942579	37482	+	ENSG00000079805.12	DNM2	protein_coding
ENST00000397820.4	0	0	0	0	0	0	0	0	chr19	10959078	10980466	37927	+	ENSG00000214212.4	C19orf38	protein_coding
ENST00000327064.4	0	5	5	0	0	11	10	21	chr19	10982189	11033448	37956	+	ENSG00000142453.7	CARM1	protein_coding
ENST00000270502.6	0	3	0	0	0	0	3	3	chr19	11039409	11040930	38351	+	ENSG00000142444.6	C19orf52	protein_coding
ENST00000358026.2	0	2	3	0	0	3	5	8	chr19	11071598	11172958	38371	+	ENSG00000127616.13	SMARCA4	protein_coding
ENST00000252453.8	0	0	0	0	0	0	0	0	chr19	11350295	11352619	40141	+	ENSG00000130173.9	C19orf80	protein_coding
ENST00000588790.1	0	1	1	0	0	4	2	6	chr19	11455977	11465620	40469	+	ENSG00000183401.7	CCDC159	protein_coding
ENST00000251473.5	0	4	1	1	0	1	6	7	chr19	11466062	11476374	40686	+	ENSG00000105520.6	DKFZP761J1410	protein_coding
ENST00000252455.2	0	1	6	1	0	0	8	8	chr19	11546269	11561783	41406	+	ENSG00000130175.5	PRKCSH	protein_coding
ENST00000592923.1	0	3	0	0	0	0	3	3	chr19	11649582	11661137	42097	+	ENSG00000130176.3	CNN1	protein_coding
ENST00000361113.5	0	1	0	0	0	3	1	4	chr19	11708235	11729950	42364	+	ENSG00000198551.5	ZNF627	protein_coding
ENST00000357901.4	0	1	0	0	0	0	1	1	chr19	11877907	11894893	42644	+	ENSG00000197044.6	ZNF441	protein_coding
ENST00000323169.5	0	0	0	0	0	0	0	0	chr19	11909345	11918908	42680	+	ENSG00000177599.8	ZNF491	protein_coding
ENST00000304060.5	0	1	0	0	0	0	1	1	chr19	11925099	11946016	42703	+	ENSG00000171295.8	ZNF440	protein_coding
ENST00000304030.2	0	0	0	0	0	0	0	0	chr19	11976772	11980306	42791	+	ENSG00000171291.4	ZNF439	protein_coding
ENST00000429654.2	0	1	0	0	0	0	1	1	chr19	11998599	12017082	42803	+	ENSG00000198429.5	ZNF69	protein_coding
ENST00000590798.1	0	1	0	0	0	0	1	1	chr19	12035890	12090105	42945	+	ENSG00000267179.1	ZNF763	protein_coding
ENST00000482090.1	0	0	0	0	0	0	0	0	chr19	12057569	12061588	42857	+	ENSG00000196757.3	ZNF700	protein_coding
ENST00000343949.5	0	0	0	0	0	0	0	0	chr19	12075869	12091196	42900	+	ENSG00000197054.7	ZNF763	protein_coding
ENST00000439326.3	0	0	0	0	0	0	0	0	chr19	12175514	12192380	43212	+	ENSG00000223547.5	ZNF844	protein_coding
ENST00000339302.4	0	0	0	0	0	0	0	0	chr19	12203078	12225491	43293	+	ENSG00000188474.6	ZNF788	protein_coding
ENST00000430298.2	0	0	0	0	0	0	0	0	chr19	12203078	12225666	43255	+	ENSG00000214189.4	ZNF788	protein_coding
ENST00000343979.4	0	1	0	0	0	0	1	1	chr19	12273879	12300064	43524	+	ENSG00000196646.7	ZNF136	protein_coding
ENST00000343325.4	0	2	0	0	0	0	2	2	chr19	12721732	12742735	44155	+	ENSG00000173875.9	ZNF791	protein_coding
ENST00000418543.3	0	2	2	0	0	0	4	4	chr19	12777614	12786646	44490	+	ENSG00000123154.7	WDR83	protein_coding
ENST00000591090.1	0	1	0	0	0	1	1	2	chr19	12847953	12859137	45684	+	ENSG00000198356.7	ASNA1	protein_coding
ENST00000549706.1	0	1	3	0	0	0	4	4	chr19	12862516	12869220	45740	+	ENSG00000039987.2	BEST2	protein_coding
ENST00000221486.4	0	1	0	0	0	0	1	1	chr19	12917394	12924451	46208	+	ENSG00000104889.4	RNASEH2A	protein_coding
ENST00000251472.4	0	3	15	0	0	1	18	19	chr19	12949348	12985765	46486	+	ENSG00000105613.5	MAST1	protein_coding
ENST00000222214.5	0	0	0	0	0	0	0	0	chr19	13001840	13010783	46667	+	ENSG00000105607.8	GCDH	protein_coding
ENST00000586534.1	0	1	3	0	0	0	4	4	chr19	13056702	13064456	47330	+	ENSG00000179262.5	RAD23A	protein_coding
ENST00000317060.2	0	3	0	0	1	0	3	3	chr19	13080296	13085567	47458	+	ENSG00000179284.4	DAND5	protein_coding
ENST00000292431.4	0	2	3	4	0	1	9	10	chr19	13229151	13251955	48105	+	ENSG00000160877.5	NACC1	protein_coding
ENST00000588173.1	0	11	6	0	1	0	17	17	chr19	13262789	13265722	48338	+	ENSG00000160888.6	IER2	protein_coding
ENST00000586600.1	0	0	4	0	0	2	4	6	chr19	13842574	13874110	48724	+	ENSG00000104957.9	CCDC130	protein_coding
ENST00000319545.8	0	3	0	0	0	0	3	3	chr19	13875346	13885096	48865	+	ENSG00000037757.9	MRI1	protein_coding
ENST00000588234.1	0	2	0	0	0	0	2	2	chr19	13884982	13889275	48930	+	ENSG00000104979.4	C19orf53	protein_coding
ENST00000397555.2	0	0	3	0	0	0	3	3	chr19	13988063	13991571	49135	+	ENSG00000187556.6	NANOS3	protein_coding
ENST00000318003.7	0	2	27	0	0	0	29	29	chr19	14017014	14041692	49277	+	ENSG00000132024.13	CC2D1A	protein_coding
ENST00000254337.6	0	2	20	0	0	0	22	22	chr19	14063304	14072254	49689	+	ENSG00000132017.6	DCAF15	protein_coding
ENST00000431365.2	0	0	0	0	0	0	0	0	chr19	14138960	14141854	49848	+	ENSG00000171136.6	RLN3	protein_coding
ENST00000263379.2	0	3	0	0	0	0	3	3	chr19	14142560	14163743	49872	+	ENSG00000104998.2	IL27RA	protein_coding
