chrPeak	startPeak	endPeak	idPeak	scorePeak	strandPeak	chrfeature	startfeature	endfeature	widthfeature	strandfeature	tx_name	feature_name
chr19	50315849	50316699	ZNF281_ChIPseq_peak_39612c	1	*	chr19	50316363	50316527	164	-	ENST00000313777.4	5'UTR
chr19	50321450	50322351	ZNF281_ChIPseq_peak_39614a	1	*	chr19	50321545	50321598	53	+	ENST00000312865.6	5'UTR
chr19	50321450	50322351	ZNF281_ChIPseq_peak_39614b	1	*	chr19	50321545	50321598	53	+	ENST00000312865.6	5'UTR
chr19	50321450	50322351	ZNF281_ChIPseq_peak_39614c	1	*	chr19	50321545	50321598	53	+	ENST00000312865.6	5'UTR
chr19	50354074	50355443	ZNF281_ChIPseq_peak_39619a	1	*	chr19	50354415	50354585	170	+	ENST00000391842.1	5'UTR
chr19	50354074	50355443	ZNF281_ChIPseq_peak_39619b	1	*	chr19	50354415	50354585	170	+	ENST00000391842.1	5'UTR
chr19	50370594	50371049	ZNF281_ChIPseq_peak_39626	1	*	chr19	50370725	50370822	97	-	ENST00000322344.3	5'UTR
chr19	50380817	50381447	ZNF281_ChIPseq_peak_39632a	1	*	chr19	50380681	50380980	299	+	ENST00000221543.5	5'UTR
chr19	50380817	50381447	ZNF281_ChIPseq_peak_39632b	1	*	chr19	50380681	50380980	299	+	ENST00000221543.5	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645a	1	*	chr19	50430950	50432761	1811	-	ENST00000596217.1	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645a	1	*	chr19	50432399	50432657	258	+	ENST00000423777.2	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645a	1	*	chr19	50432582	50432796	214	-	ENST00000595948.1	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645b	1	*	chr19	50430950	50432761	1811	-	ENST00000596217.1	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645b	1	*	chr19	50432399	50432657	258	+	ENST00000423777.2	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645b	1	*	chr19	50432582	50432796	214	-	ENST00000595948.1	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645c	1	*	chr19	50430950	50432761	1811	-	ENST00000596217.1	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645c	1	*	chr19	50432399	50432657	258	+	ENST00000423777.2	5'UTR
chr19	50432203	50433585	ZNF281_ChIPseq_peak_39645c	1	*	chr19	50432582	50432796	214	-	ENST00000595948.1	5'UTR
chr19	50529213	50529447	ZNF281_ChIPseq_peak_39652	1	*	chr19	50529149	50529379	230	+	ENST00000595661.1	5'UTR
chr19	50706545	50707367	ZNF281_ChIPseq_peak_39663a	1	*	chr19	50706884	50706928	44	+	ENST00000440075.2	5'UTR
chr19	50706545	50707367	ZNF281_ChIPseq_peak_39663b	1	*	chr19	50706884	50706928	44	+	ENST00000440075.2	5'UTR
chr19	50832163	50833241	ZNF281_ChIPseq_peak_39678a	1	*	chr19	50832339	50832503	164	-	ENST00000376959.2	5'UTR
chr19	50832163	50833241	ZNF281_ChIPseq_peak_39678a	1	*	chr19	50832948	50833052	104	+	ENST00000593532.1	5'UTR
chr19	50832163	50833241	ZNF281_ChIPseq_peak_39678b	1	*	chr19	50832339	50832503	164	-	ENST00000376959.2	5'UTR
chr19	50832163	50833241	ZNF281_ChIPseq_peak_39678b	1	*	chr19	50832948	50833052	104	+	ENST00000593532.1	5'UTR
chr19	50832163	50833241	ZNF281_ChIPseq_peak_39678c	1	*	chr19	50832339	50832503	164	-	ENST00000376959.2	5'UTR
chr19	50832163	50833241	ZNF281_ChIPseq_peak_39678c	1	*	chr19	50832948	50833052	104	+	ENST00000593532.1	5'UTR
chr19	50879502	50880636	ZNF281_ChIPseq_peak_39689a	1	*	chr19	50879491	50879833	342	+	ENST00000593532.1	5'UTR
chr19	50879502	50880636	ZNF281_ChIPseq_peak_39689a	1	*	chr19	50879975	50880083	108	+	ENST00000593532.1	5'UTR
chr19	50879502	50880636	ZNF281_ChIPseq_peak_39689b	1	*	chr19	50879491	50879833	342	+	ENST00000593532.1	5'UTR
chr19	50879502	50880636	ZNF281_ChIPseq_peak_39689b	1	*	chr19	50879975	50880083	108	+	ENST00000593532.1	5'UTR
chr19	50887181	50887992	ZNF281_ChIPseq_peak_39691a	1	*	chr19	50887460	50887647	187	+	ENST00000600859.1	5'UTR
chr19	50887181	50887992	ZNF281_ChIPseq_peak_39691b	1	*	chr19	50887460	50887647	187	+	ENST00000600859.1	5'UTR
chr19	50902106	50902282	ZNF281_ChIPseq_peak_39693	1	*	chr19	50902107	50902108	1	+	ENST00000600859.1	5'UTR
chr19	50921420	50922503	ZNF281_ChIPseq_peak_39700a	1	*	chr19	50922194	50922219	25	+	ENST00000595883.1	5'UTR
chr19	50921420	50922503	ZNF281_ChIPseq_peak_39700b	1	*	chr19	50922194	50922219	25	+	ENST00000595883.1	5'UTR
chr19	50934829	50936213	ZNF281_ChIPseq_peak_39702a	1	*	chr19	50936159	50936210	51	+	ENST00000357701.5	5'UTR
chr19	50934829	50936213	ZNF281_ChIPseq_peak_39702b	1	*	chr19	50936159	50936210	51	+	ENST00000357701.5	5'UTR
chr19	50934829	50936213	ZNF281_ChIPseq_peak_39702c	1	*	chr19	50936159	50936210	51	+	ENST00000357701.5	5'UTR
chr19	50979502	50980292	ZNF281_ChIPseq_peak_39707a	1	*	chr19	50979645	50980010	365	-	ENST00000600100.1	5'UTR
chr19	50979502	50980292	ZNF281_ChIPseq_peak_39707a	1	*	chr19	50979656	50979801	145	+	ENST00000601780.1	5'UTR
chr19	50979502	50980292	ZNF281_ChIPseq_peak_39707b	1	*	chr19	50979645	50980010	365	-	ENST00000600100.1	5'UTR
chr19	50979502	50980292	ZNF281_ChIPseq_peak_39707b	1	*	chr19	50979656	50979801	145	+	ENST00000601780.1	5'UTR
chr19	51013470	51013735	ZNF281_ChIPseq_peak_39718	1	*	chr19	51013688	51013705	17	-	ENST00000598418.1	5'UTR
chr19	51014232	51015198	ZNF281_ChIPseq_peak_39719a	1	*	chr19	51014373	51014610	237	-	ENST00000598418.1	5'UTR
chr19	51014232	51015198	ZNF281_ChIPseq_peak_39719b	1	*	chr19	51014373	51014610	237	-	ENST00000598418.1	5'UTR
chr19	51014232	51015198	ZNF281_ChIPseq_peak_39719c	1	*	chr19	51014373	51014610	237	-	ENST00000598418.1	5'UTR
chr19	51016647	51017646	ZNF281_ChIPseq_peak_39720a	1	*	chr19	51017080	51017142	62	-	ENST00000389208.4	5'UTR
chr19	51016647	51017646	ZNF281_ChIPseq_peak_39720b	1	*	chr19	51017080	51017142	62	-	ENST00000389208.4	5'UTR
chr19	51016647	51017646	ZNF281_ChIPseq_peak_39720c	1	*	chr19	51017080	51017142	62	-	ENST00000389208.4	5'UTR
chr19	51054219	51054865	ZNF281_ChIPseq_peak_39725a	1	*	chr19	51054136	51054299	163	-	ENST00000599957.1	5'UTR
chr19	51054219	51054865	ZNF281_ChIPseq_peak_39725b	1	*	chr19	51054136	51054299	163	-	ENST00000599957.1	5'UTR
chr19	51302106	51302578	ZNF281_ChIPseq_peak_39774	1	*	chr19	51301705	51302215	510	-	ENST00000598463.1	5'UTR
chr19	51302106	51302578	ZNF281_ChIPseq_peak_39774	1	*	chr19	51302550	51302614	64	-	ENST00000598463.1	5'UTR
chr19	51305421	51305628	ZNF281_ChIPseq_peak_39776	1	*	chr19	51305473	51305514	41	-	ENST00000598463.1	5'UTR
chr19	51323436	51323717	ZNF281_ChIPseq_peak_39781	1	*	chr19	51323599	51323699	100	-	ENST00000448701.2	5'UTR
chr19	51471276	51471515	ZNF281_ChIPseq_peak_39793	1	*	chr19	51471360	51471368	8	-	ENST00000376851.3	5'UTR
chr19	51471992	51472329	ZNF281_ChIPseq_peak_39794	1	*	chr19	51471796	51472228	432	-	ENST00000376851.3	5'UTR
chr19	51485420	51486175	ZNF281_ChIPseq_peak_39797a	1	*	chr19	51485655	51485713	58	-	ENST00000304045.2	5'UTR
chr19	51485420	51486175	ZNF281_ChIPseq_peak_39797b	1	*	chr19	51485655	51485713	58	-	ENST00000304045.2	5'UTR
chr19	51487319	51487480	ZNF281_ChIPseq_peak_39799	1	*	chr19	51487106	51487355	249	-	ENST00000304045.2	5'UTR
chr19	51522045	51522462	ZNF281_ChIPseq_peak_39801	1	*	chr19	51522386	51522398	12	-	ENST00000309958.3	5'UTR
chr19	51568032	51568388	ZNF281_ChIPseq_peak_39808	1	*	chr19	51568324	51568367	43	-	ENST00000441527.2	5'UTR
chr19	51585950	51586264	ZNF281_ChIPseq_peak_39812	1	*	chr19	51586004	51586113	109	-	ENST00000391802.1	5'UTR
chr19	51611614	51611980	ZNF281_ChIPseq_peak_39817	1	*	chr19	51611603	51611627	24	-	ENST00000421832.2	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829a	1	*	chr19	51871254	51871353	99	-	ENST00000600067.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829a	1	*	chr19	51871831	51872257	426	-	ENST00000291715.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829b	1	*	chr19	51871254	51871353	99	-	ENST00000600067.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829b	1	*	chr19	51871831	51872257	426	-	ENST00000291715.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829c	1	*	chr19	51871254	51871353	99	-	ENST00000600067.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829c	1	*	chr19	51871831	51872257	426	-	ENST00000291715.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829d	1	*	chr19	51871254	51871353	99	-	ENST00000600067.1	5'UTR
chr19	51870785	51872401	ZNF281_ChIPseq_peak_39829d	1	*	chr19	51871831	51872257	426	-	ENST00000291715.1	5'UTR
chr19	52074543	52074813	ZNF281_ChIPseq_peak_39835	1	*	chr19	52074550	52074728	178	+	ENST00000262259.2	5'UTR
chr19	52430550	52430971	ZNF281_ChIPseq_peak_39843	1	*	chr19	52430472	52430793	321	+	ENST00000293471.6	5'UTR
chr19	52511284	52511639	ZNF281_ChIPseq_peak_39844	1	*	chr19	52511393	52511468	75	-	ENST00000599177.1	5'UTR
chr19	52551730	52552187	ZNF281_ChIPseq_peak_39845	1	*	chr19	52551793	52551814	21	-	ENST00000594154.1	5'UTR
chr19	52692763	52693723	ZNF281_ChIPseq_peak_39848a	1	*	chr19	52693291	52693349	58	+	ENST00000322088.6	5'UTR
chr19	52692763	52693723	ZNF281_ChIPseq_peak_39848b	1	*	chr19	52693291	52693349	58	+	ENST00000322088.6	5'UTR
chr19	52692763	52693723	ZNF281_ChIPseq_peak_39848c	1	*	chr19	52693291	52693349	58	+	ENST00000322088.6	5'UTR
chr19	52772704	52772973	ZNF281_ChIPseq_peak_39850	1	*	chr19	52772823	52772866	43	+	ENST00000439461.1	5'UTR
chr19	53868833	53869056	ZNF281_ChIPseq_peak_39864	1	*	chr19	53868959	53869012	53	+	ENST00000467003.1	5'UTR
chr19	54023790	54024291	ZNF281_ChIPseq_peak_39868a	1	*	chr19	54024277	54025338	1061	+	ENST00000253144.9	5'UTR
chr19	54023790	54024291	ZNF281_ChIPseq_peak_39868b	1	*	chr19	54024277	54025338	1061	+	ENST00000253144.9	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873a	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873a	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873b	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873b	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873c	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873c	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873d	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873d	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873e	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873e	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873f	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873f	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873g	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873g	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873h	1	*	chr19	54372659	54372852	193	+	ENST00000391769.2	5'UTR
chr19	54370571	54373759	ZNF281_ChIPseq_peak_39873h	1	*	chr19	54373007	54373092	85	+	ENST00000391769.2	5'UTR
chr19	54385081	54385829	ZNF281_ChIPseq_peak_39875	1	*	chr19	54385466	54385748	282	+	ENST00000263431.3	5'UTR
chr19	54412406	54413683	ZNF281_ChIPseq_peak_39883a	1	*	chr19	54412588	54412771	183	+	ENST00000391767.1	5'UTR
chr19	54412406	54413683	ZNF281_ChIPseq_peak_39883b	1	*	chr19	54412588	54412771	183	+	ENST00000391767.1	5'UTR
chr19	54412406	54413683	ZNF281_ChIPseq_peak_39883c	1	*	chr19	54412588	54412771	183	+	ENST00000391767.1	5'UTR
chr19	54412406	54413683	ZNF281_ChIPseq_peak_39883d	1	*	chr19	54412588	54412771	183	+	ENST00000391767.1	5'UTR
chr19	54466148	54466540	ZNF281_ChIPseq_peak_39889	1	*	chr19	54466293	54466396	103	+	ENST00000270458.2	5'UTR
chr19	54618680	54619213	ZNF281_ChIPseq_peak_39900	1	*	chr19	54618649	54619055	406	-	ENST00000391759.1	5'UTR
chr19	54618680	54619213	ZNF281_ChIPseq_peak_39900	1	*	chr19	54618836	54619177	341	+	ENST00000321030.4	5'UTR
chr19	54663295	54663463	ZNF281_ChIPseq_peak_39912	1	*	chr19	54663433	54663620	187	-	ENST00000222224.3	5'UTR
chr19	54692018	54692561	ZNF281_ChIPseq_peak_39917	1	*	chr19	54692362	54692365	3	-	ENST00000245615.1	5'UTR
chr19	54692897	54693453	ZNF281_ChIPseq_peak_39918	1	*	chr19	54693188	54693666	478	-	ENST00000245615.1	5'UTR
chr19	54693978	54694808	ZNF281_ChIPseq_peak_39919a	1	*	chr19	54694581	54694888	307	+	ENST00000396383.1	5'UTR
chr19	54693978	54694808	ZNF281_ChIPseq_peak_39919b	1	*	chr19	54694581	54694888	307	+	ENST00000396383.1	5'UTR
chr19	54695171	54695585	ZNF281_ChIPseq_peak_39920	1	*	chr19	54695211	54695215	4	+	ENST00000396383.1	5'UTR
chr19	54974217	54975094	ZNF281_ChIPseq_peak_39940a	1	*	chr19	54974775	54974894	119	-	ENST00000333834.4	5'UTR
chr19	54974217	54975094	ZNF281_ChIPseq_peak_39940b	1	*	chr19	54974775	54974894	119	-	ENST00000333834.4	5'UTR
chr19	54984109	54984637	ZNF281_ChIPseq_peak_39943a	1	*	chr19	54984210	54984411	201	-	ENST00000301200.2	5'UTR
chr19	54984109	54984637	ZNF281_ChIPseq_peak_39943b	1	*	chr19	54984210	54984411	201	-	ENST00000301200.2	5'UTR
chr19	55574433	55574624	ZNF281_ChIPseq_peak_39945	1	*	chr19	55574400	55575201	801	-	ENST00000291892.6	5'UTR
chr19	55628524	55629316	ZNF281_ChIPseq_peak_39956a	1	*	chr19	55628911	55628927	16	-	ENST00000263433.3	5'UTR
chr19	55628524	55629316	ZNF281_ChIPseq_peak_39956b	1	*	chr19	55628911	55628927	16	-	ENST00000263433.3	5'UTR
chr19	55657433	55659775	ZNF281_ChIPseq_peak_39962a	1	*	chr19	55658525	55658536	11	-	ENST00000588981.1	5'UTR
chr19	55657433	55659775	ZNF281_ChIPseq_peak_39962b	1	*	chr19	55658525	55658536	11	-	ENST00000588981.1	5'UTR
chr19	55657433	55659775	ZNF281_ChIPseq_peak_39962c	1	*	chr19	55658525	55658536	11	-	ENST00000588981.1	5'UTR
chr19	55657433	55659775	ZNF281_ChIPseq_peak_39962d	1	*	chr19	55658525	55658536	11	-	ENST00000588981.1	5'UTR
chr19	55660360	55661316	ZNF281_ChIPseq_peak_39963a	1	*	chr19	55660528	55660722	194	-	ENST00000588981.1	5'UTR
chr19	55660360	55661316	ZNF281_ChIPseq_peak_39963b	1	*	chr19	55660528	55660722	194	-	ENST00000588981.1	5'UTR
chr19	55660360	55661316	ZNF281_ChIPseq_peak_39963c	1	*	chr19	55660528	55660722	194	-	ENST00000588981.1	5'UTR
chr19	55677536	55678260	ZNF281_ChIPseq_peak_39970a	1	*	chr19	55678016	55678018	2	-	ENST00000527223.2	5'UTR
chr19	55677536	55678260	ZNF281_ChIPseq_peak_39970b	1	*	chr19	55678016	55678018	2	-	ENST00000527223.2	5'UTR
chr19	55690221	55690519	ZNF281_ChIPseq_peak_39972	1	*	chr19	55690409	55690454	45	-	ENST00000354308.3	5'UTR
chr19	55691334	55691805	ZNF281_ChIPseq_peak_39973	1	*	chr19	55691484	55691809	325	-	ENST00000354308.3	5'UTR
chr19	55769716	55770970	ZNF281_ChIPseq_peak_39984a	1	*	chr19	55769802	55770363	561	-	ENST00000412770.2	5'UTR
chr19	55769716	55770970	ZNF281_ChIPseq_peak_39984b	1	*	chr19	55769802	55770363	561	-	ENST00000412770.2	5'UTR
chr19	55790973	55791396	ZNF281_ChIPseq_peak_39986	1	*	chr19	55790976	55791070	94	-	ENST00000255631.5	5'UTR
chr19	55794860	55796815	ZNF281_ChIPseq_peak_39988a	1	*	chr19	55795533	55795810	277	+	ENST00000309383.1	5'UTR
chr19	55794860	55796815	ZNF281_ChIPseq_peak_39988b	1	*	chr19	55795533	55795810	277	+	ENST00000309383.1	5'UTR
chr19	55794860	55796815	ZNF281_ChIPseq_peak_39988c	1	*	chr19	55795533	55795810	277	+	ENST00000309383.1	5'UTR
chr19	55851137	55851741	ZNF281_ChIPseq_peak_39995a	1	*	chr19	55851220	55851325	105	+	ENST00000255613.3	5'UTR
chr19	55851137	55851741	ZNF281_ChIPseq_peak_39995a	1	*	chr19	55851253	55851325	72	+	ENST00000539076.1	5'UTR
chr19	55851137	55851741	ZNF281_ChIPseq_peak_39995b	1	*	chr19	55851220	55851325	105	+	ENST00000255613.3	5'UTR
chr19	55851137	55851741	ZNF281_ChIPseq_peak_39995b	1	*	chr19	55851253	55851325	72	+	ENST00000539076.1	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996a	1	*	chr19	55853161	55853414	253	+	ENST00000539076.1	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996a	1	*	chr19	55853161	55853304	143	+	ENST00000255613.3	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996b	1	*	chr19	55853161	55853414	253	+	ENST00000539076.1	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996b	1	*	chr19	55853161	55853304	143	+	ENST00000255613.3	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996c	1	*	chr19	55853161	55853414	253	+	ENST00000539076.1	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996c	1	*	chr19	55853161	55853304	143	+	ENST00000255613.3	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996d	1	*	chr19	55853161	55853414	253	+	ENST00000539076.1	5'UTR
chr19	55852073	55854144	ZNF281_ChIPseq_peak_39996d	1	*	chr19	55853161	55853304	143	+	ENST00000255613.3	5'UTR
chr19	55880575	55882133	ZNF281_ChIPseq_peak_40006a	1	*	chr19	55881678	55881741	63	-	ENST00000264563.2	5'UTR
chr19	55880575	55882133	ZNF281_ChIPseq_peak_40006b	1	*	chr19	55881678	55881741	63	-	ENST00000264563.2	5'UTR
chr19	55880575	55882133	ZNF281_ChIPseq_peak_40006c	1	*	chr19	55881678	55881741	63	-	ENST00000264563.2	5'UTR
chr19	55880575	55882133	ZNF281_ChIPseq_peak_40006d	1	*	chr19	55881678	55881741	63	-	ENST00000264563.2	5'UTR
chr19	55888161	55889637	ZNF281_ChIPseq_peak_40009a	1	*	chr19	55888203	55888221	18	+	ENST00000291934.3	5'UTR
chr19	55888161	55889637	ZNF281_ChIPseq_peak_40009b	1	*	chr19	55888203	55888221	18	+	ENST00000291934.3	5'UTR
chr19	55888161	55889637	ZNF281_ChIPseq_peak_40009c	1	*	chr19	55888203	55888221	18	+	ENST00000291934.3	5'UTR
chr19	55888161	55889637	ZNF281_ChIPseq_peak_40009d	1	*	chr19	55888203	55888221	18	+	ENST00000291934.3	5'UTR
chr19	55888161	55889637	ZNF281_ChIPseq_peak_40009e	1	*	chr19	55888203	55888221	18	+	ENST00000291934.3	5'UTR
chr19	55888161	55889637	ZNF281_ChIPseq_peak_40009f	1	*	chr19	55888203	55888221	18	+	ENST00000291934.3	5'UTR
chr19	55918953	55919889	ZNF281_ChIPseq_peak_40014a	1	*	chr19	55918957	55919145	188	-	ENST00000264552.9	5'UTR
chr19	55918953	55919889	ZNF281_ChIPseq_peak_40014b	1	*	chr19	55918957	55919145	188	-	ENST00000264552.9	5'UTR
chr19	55918953	55919889	ZNF281_ChIPseq_peak_40014c	1	*	chr19	55918957	55919145	188	-	ENST00000264552.9	5'UTR
chr19	55972414	55973343	ZNF281_ChIPseq_peak_40027a	1	*	chr19	55972878	55973710	832	-	ENST00000438389.2	5'UTR
chr19	55972414	55973343	ZNF281_ChIPseq_peak_40027b	1	*	chr19	55972878	55973710	832	-	ENST00000438389.2	5'UTR
chr19	55972414	55973343	ZNF281_ChIPseq_peak_40027c	1	*	chr19	55972878	55973710	832	-	ENST00000438389.2	5'UTR
chr19	55972414	55973343	ZNF281_ChIPseq_peak_40027d	1	*	chr19	55972878	55973710	832	-	ENST00000438389.2	5'UTR
chr19	55987252	55988601	ZNF281_ChIPseq_peak_40029a	1	*	chr19	55987698	55988174	476	+	ENST00000598519.1	5'UTR
chr19	55987252	55988601	ZNF281_ChIPseq_peak_40029b	1	*	chr19	55987698	55988174	476	+	ENST00000598519.1	5'UTR
chr19	55995810	55997455	ZNF281_ChIPseq_peak_40032a	1	*	chr19	55996370	55996625	255	+	ENST00000205194.4	5'UTR
chr19	55995810	55997455	ZNF281_ChIPseq_peak_40032a	1	*	chr19	55997027	55997075	48	+	ENST00000205194.4	5'UTR
chr19	55995810	55997455	ZNF281_ChIPseq_peak_40032b	1	*	chr19	55996370	55996625	255	+	ENST00000205194.4	5'UTR
chr19	55995810	55997455	ZNF281_ChIPseq_peak_40032b	1	*	chr19	55997027	55997075	48	+	ENST00000205194.4	5'UTR
chr19	55995810	55997455	ZNF281_ChIPseq_peak_40032c	1	*	chr19	55996370	55996625	255	+	ENST00000205194.4	5'UTR
chr19	55995810	55997455	ZNF281_ChIPseq_peak_40032c	1	*	chr19	55997027	55997075	48	+	ENST00000205194.4	5'UTR
chr19	55997915	56000061	ZNF281_ChIPseq_peak_40033a	1	*	chr19	55999933	55999956	23	+	ENST00000389623.6	5'UTR
chr19	55997915	56000061	ZNF281_ChIPseq_peak_40033b	1	*	chr19	55999933	55999956	23	+	ENST00000389623.6	5'UTR
chr19	55997915	56000061	ZNF281_ChIPseq_peak_40033c	1	*	chr19	55999933	55999956	23	+	ENST00000389623.6	5'UTR
chr19	55997915	56000061	ZNF281_ChIPseq_peak_40033d	1	*	chr19	55999933	55999956	23	+	ENST00000389623.6	5'UTR
chr19	56047365	56048313	ZNF281_ChIPseq_peak_40044a	1	*	chr19	56047661	56047663	2	-	ENST00000413299.1	5'UTR
chr19	56047365	56048313	ZNF281_ChIPseq_peak_40044b	1	*	chr19	56047661	56047663	2	-	ENST00000413299.1	5'UTR
chr19	56047365	56048313	ZNF281_ChIPseq_peak_40044c	1	*	chr19	56047661	56047663	2	-	ENST00000413299.1	5'UTR
chr19	56047365	56048313	ZNF281_ChIPseq_peak_40044d	1	*	chr19	56047661	56047663	2	-	ENST00000413299.1	5'UTR
chr19	56091485	56092572	ZNF281_ChIPseq_peak_40052a	1	*	chr19	56092160	56092187	27	-	ENST00000325421.4	5'UTR
chr19	56091485	56092572	ZNF281_ChIPseq_peak_40052b	1	*	chr19	56092160	56092187	27	-	ENST00000325421.4	5'UTR
chr19	56110464	56111127	ZNF281_ChIPseq_peak_40055a	1	*	chr19	56109231	56113336	4105	-	ENST00000590714.1	5'UTR
chr19	56110464	56111127	ZNF281_ChIPseq_peak_40055b	1	*	chr19	56109231	56113336	4105	-	ENST00000590714.1	5'UTR
chr19	56111386	56112277	ZNF281_ChIPseq_peak_40056a	1	*	chr19	56109231	56113336	4105	-	ENST00000590714.1	5'UTR
chr19	56111386	56112277	ZNF281_ChIPseq_peak_40056b	1	*	chr19	56109231	56113336	4105	-	ENST00000590714.1	5'UTR
chr19	56116470	56117302	ZNF281_ChIPseq_peak_40057a	1	*	chr19	56116770	56117098	328	+	ENST00000568956.1	5'UTR
chr19	56116470	56117302	ZNF281_ChIPseq_peak_40057b	1	*	chr19	56116770	56117098	328	+	ENST00000568956.1	5'UTR
chr19	56124906	56126512	ZNF281_ChIPseq_peak_40059a	1	*	chr19	56124958	56124984	26	+	ENST00000568956.1	5'UTR
chr19	56124906	56126512	ZNF281_ChIPseq_peak_40059b	1	*	chr19	56124958	56124984	26	+	ENST00000568956.1	5'UTR
chr19	56135582	56136137	ZNF281_ChIPseq_peak_40064	1	*	chr19	56135927	56135967	40	-	ENST00000325351.4	5'UTR
chr19	56152184	56154412	ZNF281_ChIPseq_peak_40069a	1	*	chr19	56153417	56153874	457	+	ENST00000543039.1	5'UTR
chr19	56152184	56154412	ZNF281_ChIPseq_peak_40069b	1	*	chr19	56153417	56153874	457	+	ENST00000543039.1	5'UTR
chr19	56152184	56154412	ZNF281_ChIPseq_peak_40069c	1	*	chr19	56153417	56153874	457	+	ENST00000543039.1	5'UTR
chr19	56152184	56154412	ZNF281_ChIPseq_peak_40069d	1	*	chr19	56153417	56153874	457	+	ENST00000543039.1	5'UTR
chr19	56152184	56154412	ZNF281_ChIPseq_peak_40069e	1	*	chr19	56153417	56153874	457	+	ENST00000543039.1	5'UTR
chr19	56159199	56160089	ZNF281_ChIPseq_peak_40071	1	*	chr19	56159508	56160412	904	+	ENST00000586790.1	5'UTR
chr19	56165060	56165555	ZNF281_ChIPseq_peak_40073a	1	*	chr19	56165511	56166470	959	+	ENST00000450554.2	5'UTR
chr19	56165060	56165555	ZNF281_ChIPseq_peak_40073b	1	*	chr19	56165511	56166470	959	+	ENST00000450554.2	5'UTR
chr19	56166135	56166820	ZNF281_ChIPseq_peak_40074a	1	*	chr19	56165511	56166470	959	+	ENST00000450554.2	5'UTR
chr19	56166135	56166820	ZNF281_ChIPseq_peak_40074b	1	*	chr19	56165511	56166470	959	+	ENST00000450554.2	5'UTR
chr19	56631350	56633073	ZNF281_ChIPseq_peak_40099a	1	*	chr19	56632540	56632649	109	-	ENST00000270459.3	5'UTR
